carat,cut,color,clarity,depth,table,price,x,y,z
0.3,Ideal,F,SI1,60.9,55.0,550,4.34,4.38,2.66
0.31,Ideal,H,VS1,61.1,57.0,698,4.39,4.35,2.67
1.5,Ideal,I,SI2,60.6,59.0,7253,7.37,7.48,4.5
0.3,Very Good,F,SI2,61.7,62.0,394,4.25,4.27,2.63
3.0,Good,I,I1,57.0,64.0,10863,9.38,9.31,5.33
0.5,Ideal,D,VS2,62.4,55.0,1653,5.09,5.1,3.18
1.03,Ideal,H,VS2,62.3,56.0,5364,6.46,6.44,4.02
1.51,Good,J,VS1,61.5,59.0,8271,7.26,7.31,4.48
2.01,Premium,J,SI1,59.3,62.0,12369,8.2,8.15,4.85
0.3,Ideal,E,VVS2,61.3,54.0,837,4.34,4.37,2.67
2.19,Good,I,SI2,63.7,57.0,11522,8.23,8.19,5.23
0.99,Good,F,SI2,63.3,54.0,4052,6.36,6.43,4.05
3.02,Fair,I,I1,65.2,56.0,10577,9.11,9.02,5.91
1.04,Very Good,G,VS2,61.4,63.0,5353,6.51,6.55,4.01
0.31,Ideal,F,SI1,62.0,55.2,515,4.32,4.35,2.69
1.1,Ideal,G,VVS2,60.5,56.0,9215,6.76,6.7,4.07
1.23,Premium,D,SI1,62.5,58.0,7715,6.85,6.79,4.27
0.74,Very Good,H,VVS1,62.4,57.0,3061,5.76,5.81,3.61
1.04,Ideal,H,SI2,61.1,56.0,4290,6.6,6.66,4.05
1.61,Premium,F,VS2,61.6,61.0,14833,7.54,7.47,4.62
0.9,Ideal,F,SI2,62.3,57.0,3679,6.19,6.17,3.85
1.01,Good,F,VS2,63.1,60.0,6159,6.29,6.39,4.0
0.54,Ideal,E,VS1,62.6,55.0,1732,5.2,5.22,3.26
0.32,Ideal,D,VVS1,61.8,56.0,973,4.4,4.37,2.71
0.53,Ideal,F,VS2,61.5,55.0,1753,5.27,5.2,3.22
1.01,Good,H,SI1,64.6,56.0,4274,6.17,6.21,4.0
0.31,Good,G,VVS1,57.5,62.0,849,4.47,4.54,2.59
0.51,Premium,F,VVS2,60.5,59.0,2093,5.15,5.17,3.12
0.7,Very Good,D,SI1,62.6,57.0,2726,5.67,5.7,3.56
0.56,Very Good,E,VS2,61.7,56.0,1755,5.25,5.31,3.26
1.1,Good,G,SI1,63.4,57.0,4997,6.52,6.55,4.14
0.7,Ideal,G,VS2,62.1,55.0,2371,5.63,5.61,3.49
0.54,Ideal,D,VVS1,61.4,58.0,3139,5.28,5.25,3.23
0.29,Very Good,D,SI2,59.7,56.0,705,4.37,4.4,2.62
0.34,Ideal,G,IF,61.2,56.0,974,4.53,4.55,2.78
2.01,Very Good,F,SI2,60.3,60.0,16728,8.08,8.11,4.88
1.62,Premium,F,SI1,63.0,58.0,13298,7.47,7.43,4.69
0.32,Premium,G,VS1,59.2,59.0,828,4.47,4.45,2.64
0.71,Ideal,F,SI2,65.3,53.0,2445,5.64,5.58,3.67
0.41,Good,E,SI1,63.1,57.0,685,4.71,4.73,2.98
0.78,Ideal,I,VVS2,62.4,56.0,3267,5.87,5.9,3.67
0.84,Premium,E,VS2,62.4,60.0,3591,5.98,6.04,3.75
0.3,Ideal,D,VS2,62.9,56.0,911,4.28,4.24,2.68
0.41,Premium,D,SI2,62.0,58.0,876,4.78,4.74,2.95
0.33,Ideal,H,VVS2,62.2,56.0,666,4.44,4.46,2.77
0.9,Very Good,J,VS1,62.4,57.0,3643,6.13,6.18,3.84
1.28,Good,H,SI2,63.8,55.0,4516,6.84,6.79,4.35
1.04,Ideal,E,SI2,61.4,56.0,4892,6.56,6.5,4.01
0.35,Ideal,I,VS1,60.9,57.0,552,4.54,4.59,2.78
0.3,Ideal,H,VVS2,62.7,53.0,590,4.29,4.32,2.7
1.03,Fair,I,SI1,57.4,61.0,3892,6.67,6.71,3.84
0.43,Premium,G,VS2,61.1,58.0,1113,4.88,4.84,2.97
0.31,Ideal,D,VS2,62.1,56.0,942,4.35,4.34,2.7
0.41,Ideal,D,SI2,61.0,56.0,876,4.83,4.78,2.93
1.01,Ideal,D,SI1,62.2,54.0,6257,6.42,6.45,4.0
0.24,Very Good,F,VS2,59.6,58.0,419,4.08,4.11,2.44
1.02,Good,D,SI2,63.8,59.0,3909,6.43,6.33,4.07
0.31,Premium,F,VS2,63.0,57.0,749,4.33,4.27,2.71
0.71,Very Good,G,SI1,62.7,58.0,2274,5.7,5.72,3.58
0.91,Very Good,D,SI1,63.0,59.0,4429,6.11,6.15,3.86
2.02,Premium,I,VS1,61.2,59.0,17153,8.13,8.05,4.95
0.41,Premium,D,VVS2,62.2,58.0,1181,4.8,4.78,2.98
0.72,Ideal,F,VS1,61.5,56.0,3759,5.77,5.8,3.56
0.9,Good,G,VVS2,62.6,58.0,4668,6.1,6.13,3.83
0.92,Ideal,F,SI2,61.5,53.0,4691,6.26,6.3,3.86
0.77,Premium,F,SI1,60.8,59.0,2856,5.92,5.86,3.58
1.06,Ideal,G,VS1,61.7,57.0,8093,6.52,6.57,4.04
1.02,Premium,I,SI2,62.0,59.0,3856,6.45,6.42,3.99
2.5,Premium,H,SI2,62.4,59.0,15934,8.61,8.54,5.35
1.86,Premium,H,SI2,62.3,57.0,11520,7.85,7.82,4.88
0.36,Premium,J,SI1,61.3,60.0,541,4.59,4.52,2.79
1.0,Fair,H,VVS2,65.3,58.0,4312,6.25,6.18,4.06
1.01,Ideal,G,SI2,61.4,57.0,4803,6.44,6.48,3.97
0.55,Ideal,F,VS2,61.4,57.0,2026,5.26,5.3,3.24
0.33,Ideal,E,VS2,61.3,55.0,738,4.46,4.5,2.75
0.71,Very Good,E,VS2,62.5,58.0,3344,5.69,5.73,3.57
1.0,Good,G,VS2,63.8,59.0,5148,6.26,6.34,4.02
0.52,Ideal,E,VS2,61.7,56.0,1708,5.13,5.18,3.18
0.83,Very Good,I,VS2,61.6,58.0,2865,6.05,6.07,3.73
0.5,Very Good,H,VS1,62.5,59.0,1429,5.01,5.04,3.14
1.51,Very Good,I,VS2,60.4,58.0,9178,7.36,7.42,4.46
0.46,Ideal,G,VVS1,60.7,57.0,1453,4.98,5.03,3.04
0.4,Premium,G,VVS2,62.7,59.0,982,4.69,4.72,2.95
0.31,Ideal,E,VVS1,61.6,57.0,903,4.38,4.36,2.69
0.33,Ideal,G,VS2,61.3,57.0,598,4.45,4.49,2.74
0.7,Ideal,D,SI2,61.6,56.0,2384,5.73,5.69,3.52
0.71,Premium,F,VS2,61.0,59.0,2571,5.72,5.69,3.48
1.15,Very Good,D,SI1,61.7,58.0,5932,6.69,6.76,4.15
1.21,Ideal,H,VVS2,60.4,57.0,7954,6.9,6.93,4.18
0.31,Ideal,D,VS2,61.5,56.0,942,4.37,4.34,2.68
1.5,Fair,F,VVS2,64.7,53.0,16364,7.22,7.15,4.65
0.51,Good,E,VS2,63.1,59.0,1436,5.04,5.07,3.19
0.77,Ideal,I,VS1,61.5,59.0,2798,5.87,5.91,3.62
1.0,Good,G,SI1,59.9,58.0,6437,6.44,6.48,3.87
1.58,Ideal,I,SI1,62.3,55.0,9457,7.42,7.49,4.64
0.39,Good,G,VS2,63.4,57.0,787,4.63,4.67,2.95
0.55,Very Good,F,VS2,62.5,62.0,1599,5.2,5.24,3.26
0.3,Ideal,G,VVS1,61.4,56.0,945,4.34,4.32,2.66
0.71,Premium,D,VS2,62.4,59.0,3161,5.73,5.68,3.56
1.24,Ideal,H,VS2,61.4,57.0,5683,6.92,6.88,4.24
0.87,Very Good,H,SI1,62.2,57.0,3180,6.05,6.11,3.78
0.3,Ideal,E,VVS1,61.2,57.0,862,4.32,4.34,2.65
1.0,Good,H,SI1,63.7,60.0,4788,6.33,6.3,4.02
0.38,Ideal,D,VVS2,61.5,56.0,1257,4.66,4.64,2.86
0.7,Ideal,I,VS1,62.7,53.4,2363,5.66,5.74,3.57
1.72,Ideal,J,SI1,62.0,57.0,8900,7.66,7.62,4.74
0.7,Ideal,I,SI1,62.8,56.0,2417,5.63,5.68,3.55
0.39,Ideal,J,SI1,62.6,53.0,539,4.68,4.71,2.94
1.02,Premium,G,I1,60.3,58.0,2815,6.55,6.5,3.94
0.91,Ideal,I,VS1,62.5,55.0,3669,6.25,6.2,3.89
0.4,Ideal,G,VS1,61.8,57.0,868,4.73,4.75,2.93
1.21,Premium,H,SI1,61.8,58.0,6180,6.83,6.79,4.21
1.62,Good,J,SI2,64.2,62.0,6112,7.33,7.41,4.73
0.23,Premium,E,VVS1,61.3,60.0,680,4.01,3.95,2.44
0.57,Ideal,D,VS2,61.8,55.0,1981,5.32,5.34,3.29
0.58,Ideal,E,SI1,61.6,55.0,1636,5.33,5.38,3.3
0.5,Good,E,VVS2,61.6,62.0,2437,5.04,5.09,3.12
1.01,Very Good,E,VVS1,63.1,57.0,10891,6.39,6.36,4.02
1.02,Ideal,J,VS2,62.0,56.0,4485,6.42,6.45,3.99
1.01,Ideal,H,SI1,62.3,59.0,4876,6.36,6.41,3.98
0.4,Very Good,D,VS2,62.3,58.0,746,4.69,4.72,2.93
0.31,Ideal,H,VS2,62.0,57.0,628,4.38,4.33,2.7
0.57,Ideal,E,VVS2,61.5,56.0,2447,5.31,5.35,3.28
0.3,Premium,I,SI1,60.9,59.0,394,4.34,4.36,2.65
0.59,Premium,D,SI1,62.8,57.0,1835,5.38,5.32,3.36
1.26,Ideal,H,SI1,61.9,57.0,8110,6.88,6.93,4.27
0.71,Ideal,E,VS1,61.8,55.0,3332,5.72,5.77,3.55
0.76,Ideal,E,VS2,62.1,55.0,4039,5.84,5.88,3.64
0.4,Good,I,VVS1,63.5,57.0,842,4.65,4.68,2.96
0.34,Very Good,E,SI2,63.1,56.0,571,4.51,4.46,2.83
0.7,Premium,G,VS2,58.1,55.0,2657,5.83,5.8,3.38
0.44,Ideal,E,VVS2,60.7,57.0,1334,4.92,4.9,2.98
0.28,Ideal,F,IF,61.9,56.0,787,4.18,4.21,2.59
1.31,Ideal,E,VS1,61.7,55.0,10711,7.11,7.05,4.37
0.2,Premium,E,VS2,59.8,62.0,367,3.79,3.77,2.26
1.2,Very Good,F,VS1,62.6,59.0,8983,6.64,6.71,4.18
1.22,Ideal,J,VS1,61.4,58.0,6201,6.85,6.87,4.21
0.32,Premium,H,SI1,61.9,59.0,576,4.41,4.38,2.72
0.32,Ideal,H,VVS2,61.2,56.0,828,4.43,4.4,2.7
0.45,Premium,D,VS1,60.6,59.0,1358,4.98,4.96,3.01
0.5,Ideal,G,VVS2,60.5,55.0,1935,5.15,5.13,3.11
0.33,Ideal,G,VS1,62.1,56.0,854,4.42,4.4,2.74
0.29,Ideal,E,VS2,60.1,56.0,619,4.3,4.34,2.6
1.07,Very Good,G,VS2,63.0,55.0,6355,6.5,6.55,4.11
0.5,Premium,G,VVS2,61.6,60.0,1935,5.13,5.1,3.15
1.21,Ideal,E,SI1,62.1,56.0,7955,6.83,6.88,4.26
0.31,Ideal,D,VS2,60.7,57.0,803,4.37,4.4,2.66
1.71,Very Good,E,SI1,63.4,56.0,13970,7.58,7.5,4.78
1.06,Fair,I,I1,64.5,57.0,2239,6.47,6.33,4.13
0.7,Very Good,F,VVS1,63.3,56.0,3252,5.7,5.64,3.59
1.05,Premium,E,VS2,62.6,59.0,5645,6.5,6.43,4.05
0.9,Premium,H,SI1,61.9,58.0,3629,6.2,6.15,3.82
0.42,Premium,E,VS2,60.9,59.0,1024,4.85,4.81,2.94
0.3,Premium,D,SI1,62.1,59.0,662,4.31,4.29,2.67
0.51,Good,D,VS2,64.2,58.0,1430,5.01,5.06,3.23
0.3,Premium,D,SI1,62.0,60.0,709,4.29,4.26,2.65
1.02,Very Good,D,VS2,63.7,55.0,6830,6.42,6.45,4.1
0.3,Ideal,F,VS2,61.9,55.0,776,4.32,4.31,2.67
0.3,Very Good,G,VVS2,63.5,54.0,878,4.26,4.25,2.7
0.3,Premium,D,SI1,62.2,58.0,709,4.31,4.28,2.67
1.01,Good,I,SI2,62.6,59.0,3399,6.24,6.35,3.94
0.41,Premium,G,SI1,61.5,59.0,719,4.75,4.78,2.93
0.41,Ideal,D,VVS1,62.3,55.0,1582,4.78,4.75,2.97
0.36,Premium,D,VS2,60.5,58.0,1094,4.63,4.6,2.79
1.17,Ideal,G,VS1,61.7,57.0,9326,6.71,6.75,4.15
0.27,Very Good,E,VS1,62.9,56.0,470,4.12,4.15,2.6
0.3,Very Good,I,SI1,61.4,58.0,394,4.3,4.33,2.65
0.7,Ideal,F,SI1,62.6,56.0,2200,5.69,5.66,3.55
0.5,Good,E,SI2,58.2,59.0,1098,5.24,5.27,3.06
0.52,Ideal,E,VS2,61.5,56.0,1694,5.2,5.18,3.19
1.53,Premium,H,SI1,62.0,60.0,7608,7.31,7.27,4.55
0.4,Ideal,E,VS1,62.4,58.0,1250,4.7,4.72,2.94
0.35,Premium,D,VS2,61.9,58.0,1063,4.6,4.51,2.82
0.32,Ideal,I,SI1,60.7,57.0,554,4.47,4.42,2.7
1.2,Ideal,J,SI2,63.3,54.0,4744,6.78,6.72,4.27
0.91,Fair,H,SI2,65.7,60.0,2763,6.03,5.99,3.95
0.51,Ideal,F,VS1,61.7,55.0,1728,5.13,5.17,3.18
0.61,Ideal,H,IF,59.4,59.0,2461,5.55,5.59,3.31
0.37,Ideal,F,VVS1,61.3,55.0,960,4.62,4.65,2.84
0.4,Premium,H,VVS2,60.9,58.0,1125,4.79,4.74,2.9
1.21,Ideal,H,VS1,62.0,57.0,5902,6.79,6.75,4.19
2.01,Very Good,I,VS2,59.6,60.0,16304,8.13,8.19,4.86
0.51,Very Good,G,VS2,62.9,54.0,1438,5.08,5.12,3.21
0.4,Very Good,E,VS1,62.4,54.0,1053,4.71,4.75,2.95
0.25,Good,E,IF,65.6,54.0,512,3.91,3.95,2.58
0.5,Premium,F,VVS1,61.1,55.0,2081,5.15,5.13,3.14
0.81,Very Good,G,SI2,62.9,56.9,2493,5.89,5.96,3.73
2.01,Ideal,H,SI1,65.1,56.0,16733,7.91,7.84,5.12
0.5,Ideal,I,SI1,61.9,58.0,982,5.06,5.09,3.14
1.03,Premium,I,VS1,60.1,59.0,4199,6.53,6.46,3.9
0.51,Premium,E,VS2,60.6,60.0,1614,5.2,5.19,3.15
0.34,Ideal,D,IF,59.8,57.0,2287,4.57,4.59,2.74
0.38,Very Good,D,VVS2,60.0,62.0,1200,4.7,4.73,2.83
0.53,Ideal,H,VVS1,61.1,57.0,2154,5.22,5.25,3.2
0.71,Good,F,VS2,63.0,59.0,2320,5.59,5.65,3.54
0.4,Ideal,E,VVS1,61.7,57.0,1397,4.74,4.7,2.91
1.52,Very Good,D,SI2,59.1,58.0,9781,7.45,7.48,4.41
0.71,Ideal,J,VS2,62.4,54.0,1899,5.72,5.76,3.58
0.23,Very Good,E,VVS1,58.8,61.0,485,3.98,4.01,2.35
0.41,Ideal,G,VS1,61.7,57.0,961,4.81,4.78,2.96
1.0,Premium,E,SI2,58.5,59.0,3450,6.62,6.51,3.84
0.72,Premium,D,SI2,60.5,58.0,2670,5.88,5.79,3.53
0.56,Very Good,E,VVS2,60.5,57.0,2442,5.32,5.36,3.23
0.75,Ideal,I,SI1,61.8,55.0,2871,5.83,5.85,3.61
0.3,Ideal,H,VS1,61.6,55.0,526,4.27,4.3,2.64
0.3,Ideal,D,SI2,62.1,57.0,574,4.33,4.3,2.68
0.31,Ideal,G,IF,61.2,56.0,891,4.36,4.4,2.68
0.6,Very Good,E,VS2,62.9,59.0,2085,5.34,5.38,3.37
0.7,Good,H,SI1,61.9,62.0,2088,5.57,5.61,3.46
2.07,Premium,I,VS2,61.2,58.0,18359,8.2,8.18,5.01
1.0,Very Good,F,VVS1,62.5,57.0,9201,6.31,6.36,3.96
0.34,Premium,G,VS2,60.3,54.0,765,4.56,4.53,2.74
0.55,Ideal,E,VS2,59.3,57.0,1643,5.39,5.43,3.21
0.3,Good,D,SI2,60.8,65.0,414,4.26,4.29,2.6
0.32,Premium,H,VVS2,61.0,58.0,828,4.44,4.41,2.7
0.26,Very Good,D,VVS2,62.4,54.0,554,4.08,4.13,2.56
0.9,Good,H,VVS1,63.8,59.0,4763,6.13,6.09,3.9
1.0,Premium,G,SI2,59.1,59.0,3696,6.54,6.5,3.85
0.36,Ideal,D,SI1,59.5,56.0,663,4.63,4.68,2.77
0.32,Very Good,H,VS1,63.1,57.0,720,4.37,4.34,2.75
0.74,Premium,F,SI2,59.6,58.0,2328,5.91,5.87,3.51
0.34,Ideal,G,VVS2,62.6,54.0,775,4.44,4.47,2.79
1.03,Premium,F,SI1,61.5,59.0,5087,6.49,6.42,3.97
0.41,Ideal,H,VVS2,62.0,56.0,961,4.78,4.74,2.95
1.5,Ideal,F,VS2,61.7,54.0,14092,7.28,7.31,4.5
0.54,Ideal,D,VVS2,61.5,55.0,2848,5.25,5.29,3.24
0.41,Ideal,F,VVS2,61.4,55.7,1026,4.76,4.79,2.94
1.25,Ideal,I,SI2,61.8,56.0,5259,6.92,6.94,4.28
0.41,Premium,G,VS2,61.7,61.0,1061,4.74,4.7,2.91
1.07,Ideal,G,VS2,62.4,55.0,6648,6.53,6.58,4.09
0.51,Ideal,F,SI1,60.0,57.0,1406,5.25,5.21,3.14
1.13,Very Good,H,SI1,60.1,60.0,4959,6.73,6.77,4.06
0.31,Premium,G,SI1,62.6,58.0,462,4.29,4.34,2.7
2.01,Premium,H,SI1,62.7,59.0,17688,8.03,8.08,5.05
0.7,Fair,G,SI2,58.6,56.0,2208,5.8,5.74,3.38
0.31,Ideal,G,IF,60.2,59.0,891,4.37,4.4,2.64
0.28,Ideal,G,IF,62.4,55.0,650,4.17,4.2,2.61
0.9,Very Good,G,SI1,62.9,54.0,4401,6.14,6.16,3.87
0.52,Good,G,SI1,63.6,56.0,1338,5.09,5.07,3.23
1.27,Very Good,I,VS1,60.6,59.0,7031,7.04,6.96,4.24
1.1,Ideal,E,SI2,61.6,56.0,5263,6.63,6.66,4.09
0.36,Ideal,D,VS2,60.0,56.0,727,4.66,4.68,2.8
0.44,Premium,D,SI1,61.9,59.0,1089,4.9,4.86,3.02
0.52,Ideal,D,VS2,62.1,57.0,1774,5.13,5.17,3.2
1.94,Very Good,I,SI2,63.1,59.0,9344,8.01,7.89,5.02
1.5,Very Good,F,VVS1,60.0,60.0,17279,7.36,7.44,4.44
1.01,Very Good,F,SI2,63.4,54.0,4270,6.42,6.39,4.06
0.7,Ideal,E,SI1,62.3,56.0,2575,5.68,5.72,3.55
0.3,Premium,G,VVS1,62.8,58.0,1013,4.3,4.27,2.69
0.71,Fair,H,SI1,65.9,57.0,1828,5.54,5.48,3.63
0.72,Very Good,F,SI2,58.5,60.0,2126,5.86,5.93,3.45
0.9,Very Good,F,SI1,62.0,59.0,3950,6.13,6.17,3.81
1.51,Premium,J,SI1,62.3,58.0,7034,7.3,7.33,4.56
0.31,Premium,G,SI1,60.7,60.0,462,4.34,4.36,2.64
0.46,Very Good,G,VS1,62.8,57.0,1049,4.92,4.83,3.06
0.32,Ideal,G,SI2,62.5,57.0,540,4.38,4.35,2.73
0.71,Ideal,D,SI1,62.0,55.0,3252,5.71,5.76,3.56
1.21,Ideal,F,VS2,62.9,54.0,8557,6.82,6.78,4.28
0.31,Very Good,H,SI1,61.4,55.0,446,4.36,4.44,2.7
0.31,Very Good,G,VS1,58.2,61.0,583,4.42,4.45,2.58
0.72,Ideal,E,VS2,60.8,56.0,3601,5.78,5.82,3.53
1.73,Very Good,I,SI1,60.9,59.0,11554,7.71,7.68,4.69
1.03,Very Good,G,SI2,63.9,59.0,4769,6.33,6.39,4.07
1.05,Ideal,F,SI1,61.8,57.0,4729,6.51,6.54,4.03
0.52,Very Good,F,VS1,61.7,56.0,1778,5.14,5.17,3.18
2.1,Ideal,I,SI1,61.6,57.0,12168,8.24,8.15,5.05
1.5,Fair,G,SI1,56.1,62.0,7300,7.6,7.52,4.24
1.81,Premium,E,SI2,58.2,61.0,13561,8.09,8.02,4.69
1.28,Ideal,G,VVS2,61.2,54.0,10839,7.03,7.06,4.31
1.29,Ideal,E,SI2,62.8,57.0,6473,6.94,6.88,4.34
1.09,Premium,D,SI2,62.2,59.0,4682,6.49,6.46,4.03
1.03,Ideal,G,SI1,61.9,56.0,4928,6.46,6.5,4.01
0.54,Ideal,G,VVS2,60.8,56.0,1852,5.28,5.31,3.22
1.58,Very Good,F,VS2,59.9,61.0,14308,7.5,7.6,4.52
0.34,Premium,I,VVS1,62.6,58.0,626,4.45,4.47,2.79
0.41,Premium,D,SI1,62.1,59.0,791,4.74,4.76,2.95
0.27,Very Good,E,VVS2,62.5,59.0,620,4.09,4.14,2.57
0.72,Ideal,G,SI1,63.0,56.0,2385,5.71,5.68,3.59
0.41,Ideal,F,VS2,62.6,57.0,863,4.76,4.79,2.99
1.2,Premium,H,SI1,62.9,55.0,5975,6.77,6.74,4.25
1.66,Very Good,G,VS2,63.2,56.0,15229,7.61,7.49,4.77
1.5,Very Good,E,SI1,64.0,58.0,11194,7.21,7.23,4.62
0.41,Premium,F,VVS2,60.1,59.0,1192,4.82,4.79,2.89
1.6,Ideal,G,IF,59.8,54.0,16547,7.75,7.63,4.6
2.0,Ideal,H,VS2,60.5,56.0,13320,8.34,8.22,5.01
1.5,Very Good,I,VVS2,59.7,60.0,10551,7.46,7.62,4.5
1.88,Very Good,I,VS2,62.2,57.0,13607,7.79,7.86,4.87
1.0,Very Good,F,SI1,61.6,61.0,5197,6.3,6.37,3.9
0.41,Premium,E,SI2,61.7,58.0,953,4.8,4.76,2.95
1.02,Very Good,H,SI1,61.6,58.0,4727,6.49,6.54,4.01
1.01,Ideal,E,SI1,62.0,57.0,5235,6.38,6.45,3.98
1.07,Premium,G,VS2,61.9,58.0,6903,6.55,6.54,4.05
1.01,Premium,D,SI1,61.7,59.0,5210,6.4,6.43,3.96
1.23,Very Good,H,I1,61.9,60.6,3835,6.79,6.85,4.22
0.57,Ideal,D,SI1,62.4,56.0,1754,5.29,5.32,3.31
1.25,Ideal,G,VVS2,62.2,55.0,10983,6.87,6.93,4.29
1.01,Good,D,SI2,64.5,58.0,4606,6.18,6.26,4.01
0.7,Premium,F,SI1,62.1,59.0,2196,5.68,5.72,3.54
0.52,Good,G,SI1,63.3,55.0,1244,5.07,5.1,3.22
1.18,Premium,G,VVS2,59.7,58.0,9537,6.94,6.9,4.13
1.51,Very Good,G,SI2,62.4,56.0,9069,7.25,7.29,4.54
0.9,Premium,D,SI1,63.0,56.0,4735,6.14,6.09,3.85
0.42,Ideal,D,VVS1,61.6,56.0,1547,4.79,4.82,2.96
1.24,Very Good,G,SI2,63.3,57.0,4462,6.85,6.79,4.32
0.4,Good,G,SI1,63.1,56.0,655,4.72,4.75,2.99
1.51,Premium,G,VS2,59.6,57.0,12696,7.52,7.49,4.47
0.53,Good,E,SI2,63.0,60.0,1127,5.11,5.14,3.23
0.43,Ideal,G,SI2,62.3,53.0,696,4.84,4.86,3.02
0.38,Ideal,E,VS2,61.9,57.0,751,4.61,4.66,2.87
1.12,Very Good,F,SI1,61.4,63.0,5374,6.7,6.68,4.11
0.31,Ideal,E,VVS1,61.7,56.0,988,4.36,4.33,2.68
1.23,Premium,J,VS2,62.9,59.0,4986,6.85,6.8,4.29
0.92,Fair,I,VS2,64.4,58.0,3033,6.13,6.1,3.94
0.36,Ideal,F,VVS1,61.5,54.0,1021,4.59,4.62,2.83
0.4,Ideal,F,SI1,62.0,57.0,694,4.72,4.76,2.94
1.38,Ideal,F,SI2,62.0,58.0,7767,7.12,7.17,4.43
0.75,Ideal,I,SI1,61.5,58.0,2383,5.82,5.86,3.59
0.28,Premium,H,VVS1,59.9,62.0,646,4.28,4.23,2.55
1.05,Premium,G,VVS2,59.5,61.0,8702,6.69,6.63,3.96
0.35,Ideal,G,IF,61.3,55.0,1001,4.57,4.6,2.81
0.34,Ideal,I,SI1,62.3,55.0,459,4.42,4.47,2.77
1.01,Good,E,SI1,63.3,55.0,5499,6.37,6.42,4.05
0.3,Ideal,D,VS2,61.3,57.0,911,4.36,4.32,2.66
0.57,Ideal,G,SI1,61.7,56.0,1364,5.33,5.37,3.3
0.36,Very Good,H,IF,61.6,56.0,865,4.57,4.62,2.83
0.53,Ideal,G,VS2,61.6,56.0,1607,5.24,5.19,3.21
0.32,Very Good,I,VS1,62.6,58.0,505,4.38,4.4,2.75
1.01,Premium,G,SI1,60.0,58.0,5204,6.54,6.5,3.91
2.72,Ideal,J,SI2,62.1,56.0,17801,8.97,8.93,5.56
1.02,Good,E,SI2,63.4,57.0,4712,6.41,6.43,4.07
0.91,Ideal,D,VS1,62.3,59.0,6652,6.16,6.19,3.85
1.04,Premium,H,SI1,61.6,58.0,5154,6.53,6.48,4.01
0.33,Ideal,G,VVS2,60.1,57.0,752,4.48,4.51,2.7
0.7,Premium,H,SI1,62.2,57.0,2268,5.74,5.71,3.56
0.56,Very Good,D,SI1,63.0,58.0,1746,5.21,5.24,3.29
0.71,Good,E,SI1,61.5,61.0,2573,5.64,5.67,3.48
1.72,Premium,H,VS1,59.3,59.0,14414,7.86,7.82,4.65
0.32,Ideal,E,VS2,62.1,55.0,702,4.4,4.42,2.74
0.32,Ideal,E,VS2,62.8,54.0,900,4.38,4.35,2.74
0.72,Ideal,I,VS1,62.4,55.0,2868,5.72,5.75,3.58
0.44,Ideal,E,SI2,62.0,54.0,691,4.9,4.94,3.05
1.02,Premium,F,VS1,61.9,58.0,7485,6.5,6.45,4.01
0.4,Very Good,D,SI1,63.0,57.0,720,4.66,4.7,2.95
2.14,Very Good,J,SI1,62.3,59.0,14556,8.24,8.26,5.14
0.4,Good,E,SI1,63.9,58.0,882,4.67,4.63,2.97
0.71,Fair,F,SI2,60.1,68.0,2327,5.8,5.72,3.46
0.58,Ideal,F,VVS2,62.0,55.0,2340,5.32,5.4,3.31
1.5,Premium,E,VS2,61.8,59.0,14790,7.31,7.38,4.54
0.74,Very Good,G,VS1,60.9,59.0,3389,5.9,5.86,3.58
0.36,Ideal,H,VVS1,62.3,56.0,1053,4.57,4.54,2.84
0.31,Ideal,I,SI1,61.5,55.0,436,4.36,4.39,2.69
0.52,Premium,D,SI1,58.7,58.0,1720,5.32,5.28,3.11
0.73,Ideal,G,VS2,60.9,57.0,3307,5.8,5.86,3.55
1.01,Premium,G,VS2,61.2,58.0,5864,6.49,6.46,3.96
0.4,Premium,G,VVS2,62.0,58.0,1050,4.74,4.68,2.92
1.5,Premium,J,SI2,61.0,60.0,6048,7.34,7.3,4.46
0.53,Very Good,E,SI2,63.0,57.0,1174,5.13,5.16,3.24
2.43,Very Good,H,SI2,63.2,57.0,16170,8.56,8.5,5.39
0.33,Ideal,E,VS2,62.3,57.0,723,4.37,4.43,2.74
0.44,Ideal,D,VS2,60.4,56.0,1081,4.91,4.95,2.98
0.4,Premium,F,SI1,61.5,60.0,882,4.77,4.7,2.91
0.29,Very Good,F,VVS1,62.1,55.0,731,4.26,4.28,2.65
1.04,Very Good,G,SI1,61.8,59.0,5070,6.49,6.55,4.03
0.7,Ideal,I,VS2,61.6,56.0,2351,5.67,5.72,3.51
1.22,Very Good,G,IF,62.0,59.0,8793,6.8,6.85,4.23
0.36,Premium,D,SI2,60.0,58.0,689,4.62,4.58,2.76
0.32,Ideal,F,VVS1,61.7,56.0,809,4.37,4.42,2.71
0.41,Premium,H,SI1,62.6,59.0,876,4.77,4.72,2.97
0.41,Ideal,G,IF,62.4,54.0,1259,4.77,4.82,2.99
1.13,Premium,I,SI1,61.8,59.0,4536,6.65,6.68,4.12
1.71,Premium,H,VS1,62.1,59.0,10457,7.63,7.55,4.71
2.0,Premium,J,VS2,60.8,62.0,13162,8.12,8.09,4.93
0.73,Ideal,D,SI1,61.3,57.0,3615,5.81,5.83,3.57
